,trainidx,testidx,validx,nfidx
7202,mp-1380,,,mp-757909
7203,mp-510613,,,mp-11194
7204,mp-556522,,,mp-17872
7205,mp-5177,,,mp-673637
7206,mp-614628,,,mp-977430
7207,mp-995183,,,mvc-16036
7208,mp-8610,,,mp-3470
7209,mp-1178948,,,mp-772255
7210,mp-1114437,,,mp-761849
7211,mp-21119,,,mp-695601
7212,mp-5663,,,mp-765543
7213,mp-861587,,,mp-703376
7214,mp-19996,,,mp-753755
7215,mp-13516,,,mp-555646
7216,mp-15795,,,mp-974940
7217,mp-8953,,,mp-979956
7218,mp-978532,,,mp-706283
7219,mp-1018067,,,mp-542453
7220,mp-695119,,,mp-754203
7221,mp-9546,,,mp-758620
7222,mp-1025787,,,mp-559272
7223,mp-1183386,,,mp-553993
7224,mp-28274,,,mp-768140
7225,mp-5334,,,mvc-1725
7226,mp-1001613,,,mp-867174
7227,mp-4041,,,mp-675601
7228,mp-1221441,,,mp-570167
7229,mp-1183061,,,mp-773830
7230,mp-556418,,,mp-554854
7231,mp-567454,,,mp-773884
7232,mp-643123,,,mp-695608
7233,mp-755586,,,mp-567575
7234,mp-864999,,,mp-34770
7235,mp-1111078,,,mp-673128
7236,mp-11000,,,mp-662720
7237,mp-1186051,,,mp-776491
7238,mp-637431,,,mp-1191813
7239,mp-555840,,,mp-556524
7240,mp-2668,,,mp-555065
7241,mp-1224769,,,mp-861885
7242,mp-556443,,,mp-559281
7243,mp-1217096,,,mp-627632
7244,mp-13992,,,mp-23800
7245,mp-30715,,,mp-28889
7246,mp-865274,,,mp-1203472
7247,mp-27941,,,mp-9275
7248,mp-1186380,,,mp-774567
7249,mp-1217293,,,mp-755362
7250,mp-1180622,,,mp-755794
7251,mp-1185129,,,mp-1030389
7252,mp-989229,,,mp-541688
7253,mp-371,,,mp-7149
7254,mp-1191680,,,mp-27238
7255,mp-972205,,,mvc-16746
7256,mp-1006884,,,mp-4255
7257,mp-1188762,,,mp-1200577
7258,mp-19725,,,mp-555823
7259,mp-542967,,,mp-561390
7260,mp-567720,,,mp-572441
7261,mp-1025341,,,mp-759534
7262,mp-29689,,,mp-673834
7263,mp-1220384,,,mp-632417
7264,mp-1101855,,,mp-706621
7265,mp-867915,,,mp-756850
7266,mp-1080448,,,mp-1030580
7267,mp-1025526,,,mp-977580
7268,mp-1193434,,,mp-17771
7269,mp-980200,,,mp-755985
7270,mp-554774,,,mp-28663
7271,mp-10189,,,mp-3698
7272,mp-758899,,,mvc-10170
7273,mp-972117,,,mp-1028704
7274,mp-16699,,,mp-28597
7275,mp-560528,,,mp-674644
7276,mp-11453,,,mp-556173
7277,mp-28793,,,mp-625994
7278,mp-983607,,,mvc-9413
7279,mp-11790,,,mp-6765
7280,mp-553278,,,mp-559523
7281,mp-13042,,,mp-1244777
7282,mp-7322,,,mp-532059
7283,mp-16271,,,mp-567568
7284,mp-1079290,,,mp-675745
7285,mp-1217194,,,mp-775863
7286,mp-676459,,,mp-1199888
7287,mp-865587,,,mp-759981
7288,mp-22528,,,mp-757280
7289,mp-14420,,,mp-569213
7290,mp-1184147,,,mp-768378
7291,mp-1217148,,,mp-1179027
7292,mp-1193745,,,mp-559558
7293,mp-997015,,,mp-571605
7294,mp-29301,,,mp-755542
7295,mp-1179102,,,mp-1019775
7296,mp-1217693,,,mp-29358
7297,mp-572797,,,mp-781712
7298,mp-1078366,,,mp-758492
7299,mp-865487,,,mp-1030784
7300,mp-1096799,,,mp-655027
7301,mp-865429,,,mp-776023
7302,mp-1078579,,,mp-776405
7303,mp-12608,,,mp-866468
7304,mp-2118,,,mp-1029078
7305,mp-10662,,,mp-532626
7306,mp-979714,,,mp-684921
7307,mp-867338,,,mp-779742
7308,mp-1069811,,,mp-651961
7309,mp-504691,,,mp-776896
7310,mp-23764,,,mp-1029505
7311,mp-1025537,,,mp-776274
7312,mp-30418,,,mp-1179230
7313,mp-20750,,,mp-557892
7314,mp-20877,,,mp-758527
7315,mp-24148,,,mp-768795
7316,mp-677445,,,mp-560456
7317,mp-836,,,mp-1020026
7318,mp-1079726,,,mp-684623
7319,mp-1191223,,,mp-569603
7320,mp-977553,,,mp-709019
7321,mp-998968,,,mp-17307
7322,mp-2027,,,mp-1197347
7323,mp-568661,,,mp-1013749
7324,mp-985290,,,mp-680460
7325,mp-1190030,,,mp-707312
7326,mp-1095657,,,mp-772215
7327,mp-866038,,,mp-695259
7328,mp-867768,,,mp-768536
7329,mp-975657,,,mp-684911
7330,mp-28347,,,mp-760994
7331,mp-11958,,,mp-653154
7332,mp-1224903,,,mp-1017182
7333,mp-21336,,,mp-768137
7334,mp-541441,,,mp-555034
7335,mp-1186215,,,mp-1200364
7336,mp-27927,,,mp-1013730
7337,mp-11701,,,mp-4172
7338,mp-555069,,,mp-768983
7339,mp-1191521,,,mp-638705
7340,mp-13033,,,mp-769039
7341,mp-861944,,,mp-1267587
7342,mp-567852,,,mp-571502
7343,mp-5637,,,mp-979980
7344,mp-865960,,,mp-542974
7345,mp-1226613,,,mp-975614
7346,mp-1113887,,,mp-1029112
7347,mp-19942,,,mp-23211
7348,mp-1218383,,,mp-757945
7349,mp-568030,,,mp-546202
7350,mp-12495,,,mp-752840
7351,mp-8154,,,mp-768197
7352,mp-11740,,,mp-560085
7353,mp-541276,,,mp-1017580
7354,mp-865001,,,mp-707176
7355,mp-864603,,,mp-553954
7356,mp-578,,,mp-669496
7357,mp-999338,,,mp-771827
7358,mp-29605,,,mp-779289
7359,mp-31183,,,mp-861915
7360,mp-560591,,,mp-705932
7361,mp-1221798,,,mp-675345
7362,mp-865448,,,mp-567407
7363,mp-568191,,,mp-754120
7364,mp-1077975,,,mp-14383
7365,mp-980193,,,mp-23738
7366,mp-610744,,,mp-975857
7367,mp-10857,,,mp-542207
7368,mp-21357,,,mp-680061
7369,mp-1185465,,,mp-652494
7370,mp-643370,,,mp-695157
7371,mp-1244,,,mp-556036
7372,mvc-1041,,,mp-36775
7373,mp-555692,,,mp-868000
7374,mp-1191707,,,mvc-1996
7375,mp-556755,,,mp-685608
7376,mp-567753,,,mp-684743
7377,mp-561099,,,mp-573150
7378,mp-1113876,,,mp-649982
7379,mp-997000,,,mp-769395
7380,mp-31217,,,mp-865193
7381,mp-1030331,,,mp-708997
7382,mp-582028,,,mp-662551
7383,mp-1224396,,,mp-631334
7384,mp-1219540,,,mp-34022
7385,mp-1194271,,,mp-27273
7386,mp-1225292,,,mp-28612
7387,mp-1101316,,,mp-755441
7388,mp-1007770,,,mp-768139
7389,mp-1021669,,,mp-772410
7390,mp-30870,,,mp-684028
7391,mp-756587,,,mp-697268
7392,mp-583224,,,mp-6709
7393,mp-558828,,,mp-28707
7394,mp-1103022,,,mp-28985
7395,mp-574620,,,mp-759424
7396,mp-561245,,,mp-29215
7397,mp-1002228,,,mp-757305
7398,mp-1206269,,,mp-990432
7399,mp-4770,,,mvc-16777
7400,mp-569480,,,mp-554808
7401,mp-22291,,,mp-866071
7402,mp-19750,,,mp-776575
7403,mp-1215978,,,mp-556091
7404,mp-864623,,,mp-26129
7405,mp-1104303,,,mp-559575
7406,mp-559160,,,mp-6944
7407,mp-651772,,,mp-730446
7408,mp-567718,,,mp-531132
7409,mp-865958,,,mp-752717
7410,mp-1183428,,,mp-23307
7411,mp-18710,,,mp-757290
7412,mp-631534,,,mp-775796
7413,mp-22709,,,mp-766416
7414,mp-22596,,,mp-753653
7415,mp-636403,,,mp-757233
7416,mp-1225094,,,mp-989405
7417,mp-1173065,,,mp-769152
7418,mp-1007974,,,mp-570135
7419,mp-558257,,,mp-1028570
7420,mp-979294,,,mp-14817
7421,mp-10503,,,mvc-1155
7422,mp-1224829,,,mp-1019565
7423,mp-1545,,,mp-772073
7424,mp-29537,,,mp-757038
7425,mp-28268,,,mp-542611
7426,mp-23261,,,mp-996
7427,mp-622197,,,mp-781646
7428,mp-1227430,,,mp-697666
7429,mp-756180,,,mp-624000
7430,mp-1187585,,,mp-541811
7431,mp-27904,,,mp-770647
7432,mp-556004,,,mp-560745
7433,mp-1191350,,,mp-6585
7434,mp-1178397,,,mp-677080
7435,mp-1095443,,,mp-13227
7436,mp-13076,,,mp-772116
7437,mp-1748,,,mp-1264984
7438,mp-542069,,,mp-505309
7439,mp-1215676,,,mp-28092
7440,mp-4453,,,mp-867627
7441,mp-542028,,,mp-866376
7442,mp-1189177,,,mp-776170
7443,mp-1102443,,,mp-8870
7444,mp-21852,,,mp-20227
7445,mp-1019052,,,mp-569754
7446,mp-1188012,,,mp-555178
7447,mp-22481,,,mp-570080
7448,mp-1592,,,mp-755525
7449,mp-30602,,,mp-28296
7450,mp-35751,,,mp-565590
7451,mp-1018646,,,mp-695793
7452,mp-542020,,,mp-29458
7453,mp-1194221,,,mp-27767
7454,mp-30235,,,mp-568329
7455,mp-1102313,,,mp-554259
7456,mp-1184864,,,mp-16164
7457,mp-865364,,,mp-8022
7458,mp-9550,,,mp-541747
7459,mp-24208,,,mp-541895
7460,mp-1070238,,,mp-649472
7461,mp-19813,,,mp-9415
7462,mp-23852,,,mp-706815
7463,mp-31005,,,mp-23592
7464,mp-1104383,,,mp-862767
7465,mp-554410,,,mp-772910
7466,mp-998928,,,mp-604998
7467,mp-3419,,,mp-989604
7468,mp-570431,,,mp-31105
7469,mp-961671,,,mp-752501
7470,mp-1836,,,mp-709549
7471,mp-1186191,,,mp-28589
7472,mp-1186480,,,mvc-9726
7473,mp-20881,,,mp-773060
7474,mp-1206163,,,mp-679944
7475,mp-866203,,,mp-685810
7476,mp-1183938,,,mp-772153
7477,mp-1216690,,,mp-998433
7478,mp-8590,,,mp-1028520
7479,mp-10581,,,mp-542377
7480,mp-23963,,,mvc-269
7481,mp-1105851,,,mp-756998
7482,mp-670,,,mp-15379
7483,mp-8065,,,mp-604313
7484,mp-5557,,,mp-684890
7485,mp-1940,,,mp-695000
7486,mp-4539,,,mp-27590
7487,mp-10442,,,mp-1028409
7488,mp-973498,,,mvc-9946
7489,mp-1794,,,mp-573608
7490,mp-866056,,,mp-758070
7491,mp-23223,,,mp-757817
7492,mp-752849,,,mp-757480
7493,mp-1192729,,,mp-568107
7494,mp-866025,,,mp-39684
7495,mp-1216005,,,mp-1027722
7496,mp-27,,,mp-16855
7497,mp-998,,,mp-675369
7498,mp-10030,,,mp-996961
7499,mp-647604,,,mp-1020621
7500,mp-6945,,,mp-864907
7501,mp-1080785,,,mp-29075
7502,mp-22792,,,mp-13771
7503,mp-625565,,,mp-667495
7504,mp-1184311,,,mp-777883
7505,mp-673171,,,mp-863062
7506,mp-753354,,,mp-756799
7507,mp-1502,,,mp-753627
7508,mp-2879,,,mp-769310
7509,mp-1206235,,,mp-1005690
7510,mp-8848,,,mp-30778
7511,mp-1227176,,,mp-779511
7512,mp-1103534,,,mp-736225
7513,mp-1106188,,,mp-555785
7514,mp-961680,,,mp-1180205
7515,mp-20276,,,mp-568081
7516,mp-974613,,,mp-32581
7517,mp-1186393,,,mp-561735
7518,mp-1215228,,,mp-625821
7519,mp-2775,,,mp-28910
7520,mp-866183,,,mp-753349
7521,mp-18230,,,mp-646297
7522,mp-19778,,,mp-769278
7523,mp-1215210,,,mp-850529
7524,mp-23253,,,mp-28471
7525,mp-567415,,,mp-677715
7526,mp-1218275,,,mp-676467
7527,mp-446,,,mp-722714
7528,mp-560558,,,mp-510535
7529,mp-1220704,,,mp-24302
7530,mp-540830,,,mp-8407
7531,mp-1079664,,,mp-24405
7532,mp-1791,,,mp-14384
7533,mp-558940,,,mp-767114
7534,mp-20987,,,mp-568436
7535,mp-743,,,mp-1181520
7536,mp-560909,,,mp-38487
7537,mp-754422,,,mp-558853
7538,mp-999083,,,mp-758234
7539,mp-1102008,,,mp-758107
7540,mp-1217374,,,mp-769003
7541,mp-1185202,,,mp-541024
7542,mp-1179688,,,mp-862493
7543,mp-1347,,,mp-770824
7544,mp-554150,,,mp-769211
7545,mp-995206,,,mp-760359
7546,mp-13071,,,mp-541745
7547,mp-5213,,,mp-867744
7548,mp-1194132,,,mp-14715
7549,mp-862744,,,mp-1105592
7550,mp-1187435,,,mp-561259
7551,mp-12171,,,mp-627944
7552,mp-865224,,,mp-866314
7553,mp-973734,,,mp-570240
7554,mp-1224279,,,mp-776509
7555,mp-1102524,,,mp-560894
7556,mp-1566,,,mp-642238
7557,mp-14883,,,mp-567781
7558,mp-1193360,,,mp-753285
7559,mp-557752,,,mp-753905
7560,mp-559291,,,mp-1263
7561,mp-1014316,,,mp-32594
7562,mp-972185,,,mp-755954
7563,mp-626620,,,mp-1029395
7564,mp-892,,,mp-695979
7565,mp-20077,,,mp-23740
7566,mp-697087,,,mp-16813
7567,mp-6478,,,mp-1028698
7568,mp-1101773,,,mp-705861
7569,mp-1187725,,,mp-757901
7570,mp-1147545,,,mp-776226
7571,mp-1079308,,,mvc-7254
7572,mp-1226422,,,mp-557672
7573,mp-1025853,,,mp-531882
7574,mp-5135,,,mp-976824
7575,mp-569964,,,mp-755366
7576,mp-22197,,,mp-17037
7577,mp-1180310,,,mp-3451
7578,mp-1217627,,,mp-600014
7579,mp-4147,,,mp-755573
7580,mp-1218970,,,mp-15509
7581,mp-1017632,,,mp-35841
7582,mp-1206354,,,mp-11286
7583,mp-1193819,,,mp-570587
7584,mp-1077547,,,mvc-6041
7585,mp-1217146,,,mp-861948
7586,mp-3471,,,mp-29380
7587,mp-15205,,,mp-644236
7588,mp-546449,,,mp-568698
7589,mp-570590,,,mp-1019527
7590,mp-7846,,,mp-684018
7591,mp-542832,,,mp-600024
7592,mp-21005,,,mp-27352
7593,mp-1183167,,,mp-768814
7594,mp-1678,,,mp-754249
7595,mp-23086,,,mp-554755
7596,mp-1222903,,,mp-37436
7597,mp-672299,,,mp-556122
7598,mp-20887,,,mp-561066
7599,mp-568055,,,mp-39866
7600,mp-21349,,,mp-24694
7601,mp-571163,,,mp-31407
7602,mp-1198029,,,mp-773072
7603,mp-30925,,,mp-741045
7604,mp-865206,,,mp-1030335
7605,mp-638226,,,mp-680326
7606,mp-1080840,,,mp-755949
7607,mp-20212,,,mp-654105
7608,mp-557308,,,mp-561413
7609,mp-1103265,,,mp-555621
7610,mp-698446,,,mp-778147
7611,mp-686004,,,mp-569159
7612,mp-20831,,,mp-542448
7613,mp-1080600,,,mp-1239305
7614,mp-27563,,,mp-770464
7615,mp-753054,,,mp-28634
7616,mp-721238,,,mp-770430
7617,mp-867140,,,mp-775761
7618,mp-23339,,,mp-625861
7619,mp-1183350,,,mp-862918
7620,mp-1184733,,,mp-769028
7621,mp-13356,,,mp-722780
7622,mp-1184793,,,mp-975578
7623,mp-697181,,,mp-667383
7624,mp-1239169,,,mp-28701
7625,mp-673116,,,mp-22274
7626,mp-1025137,,,mp-733614
7627,mp-3835,,,mp-28131
7628,mp-1224185,,,mp-1027407
7629,mp-1022722,,,mp-675692
7630,mp-867122,,,mvc-6411
7631,mp-24262,,,mp-772158
7632,mp-569240,,,mp-767403
7633,mp-1025069,,,mp-768765
7634,mp-571343,,,mp-756591
7635,mp-862797,,,mvc-1034
7636,mp-1183651,,,mp-675327
7637,mp-1193679,,,mp-667
7638,mp-1188031,,,mvc-8179
7639,mp-1227311,,,mp-1191164
7640,mp-862750,,,mp-1201969
7641,mp-1008632,,,mp-541900
7642,mp-1147572,,,mp-759634
7643,mp-989612,,,mp-755783
7644,mp-1188060,,,mp-4644
7645,mp-280,,,mp-555691
7646,mp-554546,,,mvc-1621
7647,mp-604613,,,mp-771032
7648,mp-22752,,,mp-758743
7649,mp-20255,,,mp-705520
7650,mp-1183445,,,mp-17965
7651,mp-561190,,,mp-867593
7652,mp-655,,,mp-567956
7653,mp-30644,,,mp-583645
7654,mp-754480,,,mp-631545
7655,mp-1179370,,,mp-676348
7656,mp-17363,,,mp-559779
7657,mp-5288,,,mp-540
7658,mp-974603,,,mp-768268
7659,mp-1096845,,,mp-1029826
7660,mp-5306,,,mp-626165
7661,mp-1188175,,,mp-1028821
7662,mp-19835,,,mp-683936
7663,mp-4732,,,mp-776387
7664,mp-1105302,,,mp-1028728
7665,mp-1184522,,,mp-760799
7666,mp-1185448,,,mp-578882
7667,mp-624909,,,mp-672688
7668,mp-6770,,,mp-2267
7669,mp-569352,,,mp-669455
7670,mp-1183053,,,mp-973682
7671,mp-554903,,,mp-554094
7672,mp-12668,,,mp-555845
7673,mp-1184538,,,mp-567322
7674,mp-5866,,,mp-757101
7675,mp-21492,,,mp-676820
7676,mp-1225000,,,mp-772811
7677,mp-1189633,,,mp-684482
7678,mp-1100397,,,mp-600023
7679,mp-30672,,,mp-721943
7680,mp-7903,,,mp-23872
7681,mp-23291,,,mp-557406
7682,mp-559061,,,mp-752435
7683,mp-1105051,,,mp-977148
7684,mp-1103521,,,mp-572546
7685,mp-1025663,,,mp-766995
7686,mp-1223291,,,mp-976280
7687,mp-27878,,,mp-722862
7688,mp-23144,,,mvc-13540
7689,mp-1070356,,,mp-698644
7690,mp-1341,,,mp-653450
7691,mp-1181527,,,mp-1179952
7692,mp-568655,,,mp-10182
7693,mp-632711,,,mp-976151
7694,mp-684017,,,mp-769176
7695,mp-645300,,,mp-581488
7696,mp-972914,,,mp-559574
7697,mp-636525,,,mp-530748
7698,mp-1238828,,,mp-557591
7699,mp-6094,,,mp-37199
7700,mp-27125,,,mp-1239304
7701,mp-625996,,,mp-676818
7702,mp-7062,,,mp-866078
7703,mp-864632,,,mp-555082
7704,mp-22258,,,mp-707364
7705,mp-973910,,,mp-1200678
7706,mp-23326,,,mp-553897
7707,mp-546118,,,mp-1189047
7708,mp-643896,,,mp-773785
7709,mp-1058490,,,mp-1020707
7710,mp-1184097,,,mp-24413
7711,mp-1184992,,,mp-554006
7712,mp-1186330,,,mp-7891
7713,mp-31467,,,mp-567928
7714,mp-1215170,,,mp-734045
7715,mp-866060,,,mvc-388
7716,mp-1183075,,,mp-639480
7717,mp-1070253,,,mp-774859
7718,mp-36912,,,mp-569751
7719,mp-23818,,,mp-1019614
7720,mp-840,,,mp-759198
7721,mp-1065115,,,mp-780333
7722,mp-29136,,,mp-976828
7723,mp-865241,,,mp-756633
7724,mp-773588,,,mp-686801
7725,mp-542237,,,mp-561108
7726,mp-1026933,,,mp-530165
7727,mp-5403,,,mp-776024
7728,mp-632,,,mp-558115
7729,mp-1079296,,,mp-556106
7730,mp-1006815,,,mp-532803
7731,mp-6430,,,mp-582648
7732,mp-1187244,,,mp-1199648
7733,mp-1192186,,,mp-17652
7734,mp-542623,,,mp-29078
7735,mp-767416,,,mp-722245
7736,mp-1182281,,,mp-568493
7737,mp-17894,,,mp-570504
7738,mp-1103562,,,mp-867625
7739,mp-9319,,,mp-1030190
7740,mp-980662,,,mp-554053
7741,mp-30733,,,mp-864921
7742,mp-981563,,,mp-18422
7743,mp-1222795,,,mp-686718
7744,mp-548479,,,mp-772721
7745,mp-1751,,,mp-17481
7746,mp-980426,,,mp-978269
7747,mp-1186436,,,mp-770209
7748,mp-1018700,,,mvc-10054
7749,mp-568340,,,mp-625207
7750,mp-30483,,,mp-26630
7751,mp-27589,,,mp-1019708
7752,mp-556185,,,mp-555309
7753,mp-11449,,,mp-754660
7754,mp-24266,,,mp-523
7755,mp-541285,,,mp-756160
7756,mp-557664,,,mp-774712
7757,mp-984703,,,mp-695030
7758,mp-1189064,,,mp-8198
7759,mp-1076971,,,mp-29094
7760,mp-981210,,,mp-680067
7761,mp-1192334,,,mp-1027170
7762,mp-631540,,,mvc-1875
7763,mp-29789,,,mp-676524
7764,mp-1226736,,,mp-707955
7765,mp-34611,,,mp-774482
7766,mp-655586,,,mp-570481
7767,mp-672689,,,mp-768409
7768,mp-1208330,,,mp-569510
7769,mp-690725,,,mp-995203
7770,mp-643912,,,mp-756195
7771,mp-1189966,,,mvc-7472
7772,mp-625663,,,mp-771889
7773,mp-999120,,,mp-721293
7774,mp-1094100,,,mp-2092
7775,mp-10191,,,mp-776261
7776,mp-558269,,,mp-569026
7777,mp-28931,,,mp-758196
7778,mp-1018088,,,mp-647556
7779,mp-12671,,,mp-723059
7780,mp-570278,,,mp-974634
7781,mp-1079623,,,mp-1030164
7782,mp-1205333,,,mp-531459
7783,mp-613052,,,mp-774530
7784,mp-1102484,,,mp-758849
7785,mp-34982,,,mp-6425
7786,mp-1187984,,,mp-662553
7787,mp-865829,,,mp-755664
7788,mp-867317,,,mp-680169
7789,mp-9908,,,mp-1202394
7790,mp-775763,,,mp-554643
7791,mp-541037,,,mp-707765
7792,mp-12398,,,mp-755322
7793,mp-21536,,,mvc-16147
7794,mp-1186681,,,mp-554033
7795,mp-1188667,,,mp-21813
7796,mp-7991,,,mp-867834
7797,mp-1208276,,,mp-556301
7798,mp-12465,,,mp-734137
7799,mp-1225592,,,mp-560920
7800,mp-1184615,,,mp-768402
7801,mp-631394,,,mp-1179125
7802,mp-1016200,,,mp-17861
7803,mp-1186506,,,mp-560875
7804,mp-1185018,,,mp-775804
7805,mp-644607,,,mp-4721
7806,mp-1186634,,,mp-675379
7807,mp-2815,,,mp-6758
7808,mp-1186747,,,mp-1030461
7809,mp-18670,,,mp-2628
7810,mp-1212460,,,mp-753883
7811,mp-542583,,,mp-771816
7812,mp-1178345,,,mp-559608
7813,mp-698479,,,mp-757177
7814,mp-976125,,,mp-669340
7815,mp-1181848,,,mp-776655
7816,mp-1078656,,,mp-1030243
7817,mp-1079666,,,mp-622570
7818,mp-541950,,,mp-707491
7819,mp-1205749,,,mp-755376
7820,mp-27141,,,mp-775757
7821,mp-3074,,,mp-34761
7822,mp-672303,,,mp-867563
7823,mp-2059,,,mp-28708
7824,mp-754553,,,mp-760304
7825,mp-1206083,,,mp-768190
7826,mp-865093,,,mp-29344
7827,mp-31018,,,mvc-8941
7828,mp-118,,,mp-766543
7829,mp-27450,,,mvc-71
7830,mp-2242,,,mp-15442
7831,mp-865597,,,mp-772820
7832,mp-38843,,,mp-643659
7833,mp-1079742,,,mp-707469
7834,mp-22725,,,mp-703539
7835,mp-11659,,,mp-559228
7836,mp-1184987,,,mp-9332
7837,mp-1184478,,,mp-555960
7838,mp-1219183,,,mp-14390
7839,mp-12497,,,mp-23653
7840,mp-1019729,,,mp-757220
7841,mp-858,,,mp-775861
7842,mp-555717,,,mp-672248
7843,mp-1202951,,,mp-24465
7844,mp-5058,,,mvc-8919
7845,mp-510283,,,mp-754268
7846,mp-11143,,,mvc-9604
7847,mp-13976,,,mvc-2394
7848,mp-1176501,,,mp-756553
7849,mp-11493,,,mp-6892
7850,mp-1025517,,,mp-613402
7851,mp-567462,,,mp-631484
7852,mp-1189125,,,mp-568896
7853,mp-1227206,,,mp-1080472
7854,mp-1104961,,,mp-862321
7855,mp-20164,,,mp-707478
7856,mp-21343,,,mp-757458
7857,mp-1103481,,,mp-556383
7858,mp-1105063,,,mp-20338
7859,mvc-15532,,,mp-768960
7860,mp-3400,,,mp-531051
7861,mp-542824,,,mp-620058
7862,mp-861892,,,mp-1020009
7863,mp-1072259,,,mp-1257390
7864,mp-12924,,,mp-559023
7865,mp-1106400,,,mp-849533
7866,mp-1187309,,,mp-695843
7867,mp-1184904,,,mp-559274
7868,mp-1187301,,,mp-29519
7869,mp-985440,,,mp-567381
7870,mp-1190152,,,mp-18348
7871,mp-33985,,,mp-9970
7872,mp-13576,,,mp-1019717
7873,mp-867190,,,mp-662588
7874,mp-1184853,,,mp-16165
7875,mp-1215988,,,mp-561487
7876,mp-600124,,,mp-864940
7877,mp-28583,,,mp-780010
7878,mp-1216069,,,mp-510751
7879,mp-10434,,,mp-707787
7880,mp-977363,,,mp-28829
7881,mp-23650,,,mp-756117
7882,mp-1226639,,,mp-861894
7883,mp-27971,,,mp-625871
7884,mp-27929,,,mp-767141
7885,mp-27729,,,mp-531238
7886,mp-7447,,,mp-684944
7887,mp-21625,,,mp-972916
7888,mp-998947,,,mp-2084
7889,mp-8769,,,mp-561458
7890,mp-8756,,,mp-1029015
7891,mp-1078589,,,mp-706611
7892,mp-30790,,,mp-768611
7893,mp-675015,,,mp-677140
7894,mp-559734,,,mp-1029072
7895,mp-1208929,,,mvc-16741
7896,mp-675640,,,mp-755770
7897,mp-9845,,,mp-772999
7898,mp-1103359,,,mp-556339
7899,mp-541509,,,mp-676518
7900,mp-9378,,,mp-569337
7901,mp-1106386,,,mp-3910
7902,mp-23706,,,mp-17897
7903,mp-401,,,mvc-6826
7904,mp-1009016,,,mp-24411
7905,mp-1080111,,,mp-569561
7906,mp-1017552,,,mp-770470
7907,mp-551830,,,mp-559648
7908,mp-1018655,,,mp-17679
7909,mp-2591,,,mp-567511
7910,mp-7762,,,mp-760762
7911,mp-28230,,,mp-769348
7912,mp-35200,,,mp-867347
7913,mp-30371,,,mp-698296
7914,mp-23279,,,mp-554079
7915,mp-15661,,,mp-755491
7916,mp-1224941,,,mp-753921
7917,mp-13415,,,mp-28102
7918,mp-1198194,,,mp-667323
7919,mp-1147584,,,mp-756544
7920,mp-554389,,,mp-675309
7921,mp-643710,,,mp-760755
7922,mp-1104159,,,mp-1021419
7923,mp-1191639,,,mp-675284
7924,mp-1191843,,,mp-558708
7925,mp-973919,,,mp-531130
7926,mp-754220,,,mp-756942
7927,mp-1206920,,,mp-971868
7928,mp-9698,,,mp-1105635
7929,mp-2143,,,mp-762089
7930,mp-14128,,,mp-769271
7931,mp-504775,,,mp-13254
7932,mp-865401,,,mp-683947
7933,mp-771956,,,mp-558931
7934,mp-1217917,,,mp-707172
7935,mp-973402,,,mvc-2715
7936,mp-754903,,,mp-754751
7937,mp-865956,,,mp-569094
7938,mp-643061,,,mp-1028512
7939,mp-561123,,,mp-7507
7940,mp-27507,,,mp-568135
7941,mp-1078792,,,mp-768292
7942,mp-865595,,,mp-677244
7943,mp-1104245,,,mp-561214
7944,mp-568779,,,mp-648414
7945,mp-22187,,,mp-756505
7946,mp-1189800,,,mp-672670
7947,mp-30342,,,mp-772891
7948,mp-1226748,,,mp-554423
7949,mp-569020,,,mp-759742
7950,mp-5146,,,mvc-16360
7951,mp-999138,,,mp-504354
7952,mp-1068246,,,mp-1035484
7953,mp-569347,,,mp-555562
7954,mp-1218855,,,mp-721253
7955,mp-1079510,,,mp-26303
7956,mp-30125,,,mp-1239407
7957,mp-1110996,,,mp-627206
7958,mp-1409,,,mp-777990
7959,mp-6475,,,mp-707120
7960,mp-21278,,,mp-754146
7961,mp-556145,,,mp-32798
7962,mp-571365,,,mp-1027576
7963,mp-20724,,,mp-33533
7964,mp-1104047,,,mp-684059
7965,mp-755756,,,mp-759183
7966,mp-22855,,,mp-557589
7967,mp-1087531,,,mp-989512
7968,mp-20305,,,mp-42175
7969,mp-22583,,,mp-685945
7970,mp-29684,,,mp-776225
7971,mp-22009,,,mp-998435
7972,mp-1218714,,,mp-759861
7973,mp-1221555,,,mp-32625
7974,mp-862914,,,mp-758770
7975,mp-22958,,,mp-27773
7976,mp-1025923,,,mp-772997
7977,mp-1014296,,,mp-540627
7978,mp-753690,,,mp-558592
7979,mp-861961,,,mp-541000
7980,mp-1186589,,,mp-605196
7981,mp-568801,,,mp-559790
7982,mp-1103956,,,mp-631319
7983,mp-680219,,,mp-684709
7984,mp-982010,,,mp-21706
7985,mp-27228,,,mvc-4678
7986,mp-21416,,,mp-554905
7987,mp-3123,,,mp-573751
7988,mp-766429,,,mp-558026
7989,mp-17743,,,mp-27722
7990,mp-545525,,,mp-558121
7991,mp-30763,,,mp-760375
7992,mp-1102101,,,mp-1030456
7993,mp-1105821,,,mp-769763
7994,mp-1078265,,,mp-686747
7995,mp-1191927,,,mp-973343
7996,mp-1225452,,,mp-772305
7997,mp-9125,,,mp-558941
7998,mp-1188793,,,mp-558951
7999,mp-16491,,,mp-754227
8000,mp-631318,,,mp-21718
8001,mp-1184089,,,mp-23037
8002,mp-9040,,,mp-30168
